product_id,onsale_web,price,stock_quantity,stock_status,id_web,sku,total_sales,post_type,ca,price_zscore,premium
3847,1,24.2,0,outofstock,15298,15298,6.0,product,145.2,-0.2971851177383046,False
3849,1,34.3,0,outofstock,15296,15296,0.0,product,0.0,0.06565934798771722,False
3850,1,20.8,0,outofstock,15300,15300,0.0,product,0.0,-0.41933077946785646,False
4032,1,14.1,0,outofstock,19814,19814,3.0,product,42.3,-0.6600295834643264,False
4039,1,46.0,0,outofstock,19815,19815,0.0,product,0.0,0.4859841251158813,False
4040,1,34.3,0,outofstock,15303,15303,0.0,product,0.0,0.06565934798771722,False
4041,1,32.7,15,instock,14975,14975,0.0,product,0.0,0.008179036585575342,False
4042,1,31.2,34,instock,16042,16042,7.0,product,218.4,-0.04570875535393299,False
4043,1,60.0,12,instock,14980,14980,3.0,product,180.0,0.9889368498846246,False
4045,1,42.6,66,instock,16041,16041,14.0,product,596.4,0.3638384633863294,False
4046,1,80.0,0,outofstock,15269,15269,6.0,product,480.0,1.7074407424114006,False
4047,1,18.3,36,instock,14977,14977,0.0,product,0.0,-0.5091437660337035,False
4048,1,22.8,22,instock,16044,16044,7.0,product,159.6,-0.3474803902151789,False
4049,1,19.3,46,instock,16043,16043,1.0,product,19.3,-0.4732185714073647,False
4050,1,21.8,0,outofstock,16449,16449,6.0,product,130.8,-0.3834055848415177,False
4051,1,7.7,41,instock,16045,16045,6.0,product,46.2,-0.8899508290728948,False
4052,1,33.7,35,instock,16030,16030,6.0,product,202.20000000000002,0.04410423121191415,False
4053,1,44.3,16,instock,13127,13127,23.0,product,1018.9,0.42491129425110524,False
4054,1,71.6,0,outofstock,19816,19816,10.0,product,716.0,1.4056691075501544,False
4056,1,12.7,0,outofstock,16029,16029,10.0,product,127.0,-0.7103248559412009,False
4057,1,8.7,112,instock,16039,16039,18.0,product,156.6,-0.8540256344465561,False
4058,1,8.7,267,instock,16318,16318,11.0,product,95.69999999999999,-0.8540256344465561,False
4059,1,8.7,36,instock,16275,16275,7.0,product,60.89999999999999,-0.8540256344465561,False
4060,1,11.9,73,instock,16498,16498,9.0,product,107.10000000000001,-0.7390650116422719,False
4062,1,11.9,60,instock,16320,16320,3.0,product,35.7,-0.7390650116422719,False
4063,1,14.5,10,instock,16319,16319,3.0,product,43.5,-0.6456595056137909,False
4064,1,14.4,27,instock,15966,15966,3.0,product,43.2,-0.6492520250764249,False
4065,1,19.5,35,instock,15022,15022,0.0,product,0.0,-0.46603353248209695,False
4066,1,20.8,65,instock,15967,15967,20.0,product,416.0,-0.41933077946785646,False
4067,1,22.0,31,instock,15490,15490,19.0,product,418.0,-0.3762205459162499,False
4068,1,16.6,157,instock,16416,16416,62.0,product,1029.2,-0.5702165968984795,False
4069,1,60.0,0,outofstock,11862,11862,0.0,product,0.0,0.9889368498846246,False
4070,1,23.4,98,instock,15444,15444,7.0,product,163.79999999999998,-0.32592527343937566,False
4071,1,33.2,16,instock,15953,15953,19.0,product,630.8000000000001,0.026141633898744743,False
4072,1,32.0,28,instock,12045,12045,1.0,product,32.0,-0.01696859965286192,False
4073,1,77.8,11,instock,13074,13074,0.0,product,0.0,1.6284053142334551,False
4074,1,12.7,50,instock,15941,15941,4.0,product,50.8,-0.7103248559412009,False
4075,1,14.7,54,instock,16069,16069,0.0,product,0.0,-0.6384744666885233,False
4076,1,14.05,53,instock,13072,13072,4.0,product,56.2,-0.6618258431956434,False
4077,1,22.9,48,instock,15440,15440,0.0,product,0.0,-0.34388787075254507,False
4078,1,44.0,14,instock,13435,13435,10.0,product,440.0,0.41413373586320373,False
4079,1,37.0,0,outofstock,13078,13078,0.0,product,0.0,0.16265737347883208,False
4081,1,39.0,0,outofstock,13117,13117,4.0,product,156.0,0.2345077627315097,False
4083,1,17.0,0,outofstock,16296,16296,0.0,product,0.0,-0.5558465190479439,False
4084,1,23.2,14,instock,16014,16014,0.0,product,0.0,-0.3331103123646434,False
4085,1,19.0,37,instock,16462,16462,7.0,product,133.0,-0.48399612979526635,False
4086,1,16.4,31,instock,16013,16013,4.0,product,65.6,-0.5774016358237473,False
4087,1,14.4,45,instock,16180,16180,18.0,product,259.2,-0.6492520250764249,False
4094,1,13.7,24,instock,15676,15676,0.0,product,0.0,-0.6743996613148621,False
4095,1,12.6,19,instock,16120,16120,4.0,product,50.4,-0.7139173754038346,False
4096,1,22.8,12,instock,15564,15564,0.0,product,0.0,-0.3474803902151789,False
4097,1,12.8,26,instock,15675,15675,1.0,product,12.8,-0.7067323364785669,False
4098,1,22.1,22,instock,15378,15378,1.0,product,22.1,-0.37262802645361603,False
4099,1,12.8,43,instock,15813,15813,0.0,product,0.0,-0.7067323364785669,False
4100,1,15.8,7,instock,13416,13416,0.0,product,0.0,-0.5989567525995505,False
4101,1,15.8,37,instock,14905,14905,0.0,product,0.0,-0.5989567525995505,False
4102,1,16.3,16,instock,15767,15767,1.0,product,16.3,-0.5809941552863811,False
4103,1,16.3,6,instock,16505,16505,12.0,product,195.60000000000002,-0.5809941552863811,False
4104,1,9.7,37,instock,15683,15683,12.0,product,116.39999999999999,-0.8181004398202173,False
4105,1,6.8,42,instock,16504,16504,5.0,product,34.0,-0.9222835042365998,False
4106,1,12.6,26,instock,15787,15787,6.0,product,75.6,-0.7139173754038346,False
4107,1,35.0,35,instock,14800,14800,0.0,product,0.0,0.09080698422615449,False
4108,1,31.7,0,outofstock,15353,15353,2.0,product,63.4,-0.02774615804076359,False
4115,1,100.0,11,instock,15382,15382,0.0,product,0.0,2.4259446349381766,True
4130,1,23.0,0,outofstock,15339,15339,0.0,product,0.0,-0.3402953512899112,False
4132,1,88.4,5,instock,11668,11668,0.0,product,0.0,2.0092123772726467,True
4137,1,29.8,0,outofstock,13209,13209,0.0,product,0.0,-0.09600402783080726,False
4138,1,25.7,0,outofstock,15341,15341,6.0,product,154.2,-0.2432973257987964,False
4139,1,77.4,7,instock,13217,13217,0.0,product,0.0,1.61403523638292,False
4141,1,39.0,1,instock,304,304,40.0,product,1560.0,0.2345077627315097,False
4142,1,53.0,8,instock,11641,11641,30.0,product,1590.0,0.737460487500253,False
4144,1,49.0,11,instock,1662,1662,87.0,product,4263.0,0.5937597089948977,False
4146,1,29.5,33,instock,1360,1360,0.0,product,0.0,-0.10678158621870892,False
4147,1,33.0,7,instock,15648,15648,3.0,product,99.0,0.01895659497347688,False
4148,1,37.5,18,instock,1364,1364,0.0,product,0.0,0.18061997079200148,False
4149,1,69.0,34,instock,7086,7086,0.0,product,0.0,1.3122636015216738,False
4150,1,59.0,17,instock,1366,1366,1.0,product,59.0,0.9530116552582858,False
4151,1,13.7,0,outofstock,15140,15140,12.0,product,164.39999999999998,-0.6743996613148621,False
4152,1,19.2,57,instock,16238,16238,7.0,product,134.4,-0.4768110908699986,False
4153,1,29.0,0,outofstock,16237,16237,36.0,product,1044.0,-0.12474418353187833,False
4154,1,9.8,128,instock,15141,15141,18.0,product,176.4,-0.8145079203575833,False
4155,1,14.5,70,instock,14944,14944,3.0,product,43.5,-0.6456595056137909,False
4156,1,20.35,1,instock,14941,14941,6.0,product,122.10000000000001,-0.43549711704970895,False
4157,1,12.0,10,instock,14751,14751,0.0,product,0.0,-0.735472492179638,False
4158,1,18.5,0,outofstock,16093,16093,0.0,product,0.0,-0.5019587271084358,False
4159,1,9.3,0,outofstock,15668,15668,3.0,product,27.900000000000002,-0.8324705176707528,False
4160,1,9.3,0,outofstock,15373,15373,7.0,product,65.10000000000001,-0.8324705176707528,False
4161,1,11.6,0,outofstock,15375,15375,0.0,product,0.0,-0.7498425700301734,False
4162,1,14.3,26,instock,14474,14474,1.0,product,14.3,-0.6528445445390587,False
4163,1,10.8,18,instock,15482,15482,3.0,product,32.400000000000006,-0.7785827257312445,False
4164,1,7.6,19,instock,13453,13453,20.0,product,152.0,-0.8935433485355286,False
4165,1,12.0,57,instock,15075,15075,3.0,product,36.0,-0.735472492179638,False
4166,1,20.5,8,instock,16124,16124,6.0,product,123.0,-0.43010833785575814,False
4167,1,14.3,36,instock,15785,15785,3.0,product,42.900000000000006,-0.6528445445390587,False
4168,1,18.2,50,instock,15784,15784,12.0,product,218.39999999999998,-0.5127362854963374,False
4170,1,9.0,58,instock,15786,15786,4.0,product,36.0,-0.8432480760586544,False
4171,1,7.8,65,instock,14332,14332,1.0,product,7.8,-0.886358309610261,False
4172,1,5.7,167,instock,16210,16210,43.0,product,245.1,-0.9618012183255724,False
4173,1,5.7,100,instock,16211,16211,13.0,product,74.10000000000001,-0.9618012183255724,False
4174,1,5.7,94,instock,16209,16209,6.0,product,34.2,-0.9618012183255724,False
4176,1,13.5,276,instock,15629,15629,9.0,product,121.5,-0.6815847002401297,False
4177,1,13.5,109,instock,15583,15583,0.0,product,0.0,-0.6815847002401297,False
4178,1,11.5,12,instock,16160,16160,17.0,product,195.5,-0.7534350894928074,False
4179,1,24.0,73,instock,16166,16166,7.0,product,168.0,-0.30437015666357237,False
4180,1,24.0,47,instock,15783,15783,0.0,product,0.0,-0.30437015666357237,False
4181,1,11.9,137,instock,16560,16560,9.0,product,107.10000000000001,-0.7390650116422719,False
4182,1,16.7,53,instock,15747,15747,3.0,product,50.099999999999994,-0.5666240774358456,False
4183,1,21.4,48,instock,15746,15746,0.0,product,0.0,-0.3977756626920533,False
4186,1,16.6,0,outofstock,16190,16190,1.0,product,16.6,-0.5702165968984795,False
4187,1,13.3,90,instock,16189,16189,42.0,product,558.6,-0.6887697391653975,False
4188,1,9.5,99,instock,16265,16265,8.0,product,76.0,-0.825285478745485,False
4190,1,12.1,0,outofstock,16191,16191,5.0,product,60.5,-0.731879972717004,False
4191,1,9.3,209,instock,16263,16263,12.0,product,111.60000000000001,-0.8324705176707528,False
4192,1,17.8,43,instock,15605,15605,5.0,product,89.0,-0.5271063633468729,False
4193,1,13.5,55,instock,16529,16529,8.0,product,108.0,-0.6815847002401297,False
4194,1,10.8,5,instock,15441,15441,9.0,product,97.2,-0.7785827257312445,False
4196,1,27.2,13,instock,13032,13032,2.0,product,54.4,-0.1894095338592882,False
4197,1,9.4,24,instock,16256,16256,8.0,product,75.2,-0.8288779982081189,False
4198,1,5.8,105,instock,16322,16322,0.0,product,0.0,-0.9582086988629386,False
4200,1,5.8,190,instock,16295,16295,46.0,product,266.8,-0.9582086988629386,False
4201,1,38.0,69,instock,15656,15656,0.0,product,0.0,0.1985825681051709,False
4202,1,38.0,46,instock,15655,15655,0.0,product,0.0,0.1985825681051709,False
4203,1,9.9,89,instock,15415,15415,6.0,product,59.400000000000006,-0.8109154008949495,False
4204,1,11.3,31,instock,15414,15414,3.0,product,33.900000000000006,-0.7606201284180751,False
4205,1,23.0,0,outofstock,15413,15413,12.0,product,276.0,-0.3402953512899112,False
4207,1,6.7,195,instock,16023,16023,5.0,product,33.5,-0.9258760236992336,False
4208,1,7.6,578,instock,16024,16024,16.0,product,121.6,-0.8935433485355286,False
4210,1,79.8,0,outofstock,15720,15720,0.0,product,0.0,1.7002557034861328,False
4211,1,48.5,0,outofstock,15714,15714,1.0,product,48.5,0.5757971116817283,False
4212,1,39.8,19,instock,15717,15717,2.0,product,79.6,0.26324791843258066,False
4213,1,58.8,2,instock,15718,15718,0.0,product,0.0,0.9458266163330179,False
4215,1,26.5,0,outofstock,15480,15480,0.0,product,0.0,-0.21455717009772535,False
4216,1,13.4,34,instock,15213,15213,1.0,product,13.4,-0.6851772197027637,False
4217,1,17.1,17,instock,15672,15672,0.0,product,0.0,-0.5522539995853101,False
4219,1,16.7,0,outofstock,12599,12599,1.0,product,16.7,-0.5666240774358456,False
4220,1,11.6,66,instock,15758,15758,12.0,product,139.2,-0.7498425700301734,False
4221,1,12.8,83,instock,15829,15829,15.0,product,192.0,-0.7067323364785669,False
