product_id,id_web,sku,price,total_sales,ca,price_zscore,premium
4352,15940,15940,225.0,5.0,1125.0,6.916593963230527,True
5001,14581,14581,217.5,0.0,0.0,6.647155003532986,True
5892,14983,14983,191.3,3.0,573.9000000000001,5.70591490432291,True
4402,3510,3510,176.0,13.0,2288.0,5.1562594265399255,True
5767,15185,15185,175.0,0.0,0.0,5.120334231913587,True
4406,7819,7819,157.0,0.0,0.0,4.473680728639488,True
4904,14220,14220,137.0,5.0,685.0,3.755176836112713,True
6126,14923,14923,135.0,2.0,270.0,3.683326446860035,True
4355,12589,12589,126.5,11.0,1391.5,3.377962292536155,True
5612,14915,14915,124.8,0.0,0.0,3.3168894616713787,True
5917,14775,14775,122.0,0.0,0.0,3.2162989167176304,True
6213,15072,15072,121.0,0.0,0.0,3.1803737220912915,True
6216,15070,15070,121.0,0.0,0.0,3.1803737220912915,True
6202,15126,15126,116.4,0.0,0.0,3.0151178268101333,True
6215,12790,12790,115.0,0.0,0.0,2.9648225543332587,True
6212,13996,13996,115.0,2.0,230.0,2.9648225543332587,True
5918,14773,14773,114.0,0.0,0.0,2.92889735970692,True
5025,13914,13914,112.0,0.0,0.0,2.8570469704542423,True
4582,12857,12857,109.6,0.0,0.0,2.770826503351029,True
4404,3507,3507,108.5,2.0,217.0,2.7313087892620564,True
6201,14596,14596,105.6,0.0,0.0,2.6271257248456736,True
5007,12791,12791,105.0,0.0,0.0,2.6055706080698706,True
5008,11602,11602,105.0,0.0,0.0,2.6055706080698706,True
4407,3509,3509,104.0,1.0,104.0,2.569645413443532,True
4903,14805,14805,102.3,0.0,0.0,2.508572582578756,True
4115,15382,15382,100.0,0.0,0.0,2.4259446349381766,True
6214,11601,11601,99.0,0.0,0.0,2.3900194403118378,True
5916,14774,14774,93.0,0.0,0.0,2.174468272553805,True
5565,19822,19822,92.0,0.0,0.0,2.138543077927466,True
4132,11668,11668,88.4,0.0,0.0,2.0092123772726467,True
